ID	Driver1	Driver2	PosDriver1	PosDriver2	QualiDriver1	QualiDriver2
2015-Mexican Grand Prix-Sauber	Marcus Ericsson	Felipe Nasr	5	-5	0.244	-0.244
2015-Mexican Grand Prix-Toro Rosso	Max Verstappen	Carlos Sainz	4	-4	0.232	-0.232
2015-Mexican Grand Prix-Williams	Valtteri Bottas	Felipe Massa	3	-3	0.119	-0.119
2015-Monaco Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	4	-4	0.578	-0.578
2015-Monaco Grand Prix-Force India	Sergio P<e9>rez	Nico H<fc>lkenberg	4	-4	0.385	-0.385
2015-Monaco Grand Prix-Lotus	Romain Grosjean	Pastor Maldonado	8	-8	-0.061	0.061
2015-Monaco Grand Prix-Manor	Roberto Merhi	Will Stevens	1	-1	-0.249	0.249
2015-Monaco Grand Prix-McLaren	Jenson Button	Fernando Alonso	11	-11	9.539	-9.539
2015-Monaco Grand Prix-Mercedes	Nico Rosberg	Lewis Hamilton	2	-2	-0.342	0.342
2015-Monaco Grand Prix-Red Bull	Daniil Kvyat	Daniel Ricciardo	1	-1	-0.141	0.141
2015-Monaco Grand Prix-Sauber	Felipe Nasr	Marcus Ericsson	4	-4	0.412	-0.412
2015-Monaco Grand Prix-Toro Rosso	Carlos Sainz	Max Verstappen	8	-8	0.026	-0.026
2015-Monaco Grand Prix-Williams	Valtteri Bottas	Felipe Massa	1	-1	-1.156	1.156
2015-Russian Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	6	-6	0.383	-0.383
2015-Russian Grand Prix-Force India	Sergio P<e9>rez	Nico H<fc>lkenberg	16	-16	-0.032	0.032
2015-Russian Grand Prix-Lotus	Pastor Maldonado	Romain Grosjean	10	-10	-1.024	1.024
2015-Russian Grand Prix-Manor	Roberto Merhi	Will Stevens	1	-1	-0.111	0.111
2015-Russian Grand Prix-McLaren	Jenson Button	Fernando Alonso	2	-2	0.381	-0.381
2015-Russian Grand Prix-Mercedes	Lewis Hamilton	Nico Rosberg	17	-17	-0.32	0.32
2015-Russian Grand Prix-Red Bull	Daniil Kvyat	Daniel Ricciardo	10	-10	0.514	-0.514
2015-Russian Grand Prix-Sauber	Felipe Nasr	Marcus Ericsson	14	-14	1.337	-1.337
2015-Russian Grand Prix-Toro Rosso	Max Verstappen	Carlos Sainz	6	-6	-1.811	1.811
2015-Russian Grand Prix-Williams	Felipe Massa	Valtteri Bottas	8	-8	-1.983	1.983
2015-Singapore Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	2	-2	0.782	-0.782
2015-Singapore Grand Prix-Force India	Sergio P<e9>rez	Nico H<fc>lkenberg	13	-13	-0.08	0.08
2015-Singapore Grand Prix-Lotus	Pastor Maldonado	Romain Grosjean	1	-1	-0.91	0.91
2015-Singapore Grand Prix-Manor	Alexander Rossi	Will Stevens	1	-1	-0.502	0.502
2015-Singapore Grand Prix-McLaren	Jenson Button	Fernando Alonso	1	-1	-0.691	0.691
2015-Singapore Grand Prix-Mercedes	Nico Rosberg	Lewis Hamilton	14	-14	-0.115	0.115
2015-Singapore Grand Prix-Red Bull	Daniel Ricciardo	Daniil Kvyat	4	-4	0.317	-0.317
2015-Singapore Grand Prix-Sauber	Felipe Nasr	Marcus Ericsson	1	-1	0.123	-0.123
2015-Singapore Grand Prix-Toro Rosso	Max Verstappen	Carlos Sainz	1	-1	1.096	-1.096
2015-Singapore Grand Prix-Williams	Valtteri Bottas	Felipe Massa	14	-14	0.401	-0.401
2015-Spanish Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	2	-2	0.956	-0.956
2015-Spanish Grand Prix-Force India	Sergio P<e9>rez	Nico H<fc>lkenberg	2	-2	-0.077	0.077
2015-Spanish Grand Prix-Lotus	Romain Grosjean	Pastor Maldonado	11	-11	0.075	-0.075
2015-Spanish Grand Prix-Manor	Will Stevens	Roberto Merhi	1	-1	0.838	-0.838
2015-Spanish Grand Prix-McLaren	Jenson Button	Fernando Alonso	4	-4	-0.094	0.094
2015-Spanish Grand Prix-Mercedes	Nico Rosberg	Lewis Hamilton	1	-1	0.267	-0.267
2015-Spanish Grand Prix-Red Bull	Daniel Ricciardo	Daniil Kvyat	3	-3	-0.141	0.141
2015-Spanish Grand Prix-Sauber	Felipe Nasr	Marcus Ericsson	2	-2	0.107	-0.107
2015-Spanish Grand Prix-Toro Rosso	Carlos Sainz	Max Verstappen	2	-2	0.113	-0.113
2015-Spanish Grand Prix-Williams	Valtteri Bottas	Felipe Massa	2	-2	1.063	-1.063
2015-United States Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	13	-13	1.107	-1.107
2015-United States Grand Prix-Force India	Sergio P<e9>rez	Nico H<fc>lkenberg	9	-9	0.123	-0.123
2015-United States Grand Prix-Lotus	Pastor Maldonado	Romain Grosjean	10	-10	-1.009	1.009
2015-United States Grand Prix-Manor	Alexander Rossi	Will Stevens	8	-8	0.35	-0.35
2015-United States Grand Prix-McLaren	Jenson Button	Fernando Alonso	5	-5	-0.928	0.928
2015-United States Grand Prix-Mercedes	Lewis Hamilton	Nico Rosberg	1	-1	-0.105	0.105
2015-United States Grand Prix-Red Bull	Daniel Ricciardo	Daniil Kvyat	3	-3	0.465	-0.465
2015-United States Grand Prix-Sauber	Felipe Nasr	Marcus Ericsson	6	-6	-0.982	0.982
2015-United States Grand Prix-Toro Rosso	Max Verstappen	Carlos Sainz	3	-3	7.105	-7.105
2015-United States Grand Prix-Williams	Felipe Massa	Valtteri Bottas	2	-2	0.335	-0.335
2016-Abu Dhabi Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	3	-3	-0.057	0.057
2016-Abu Dhabi Grand Prix-Force India	Nico H<fc>lkenberg	Sergio P<e9>rez	1	-1	0.018	-0.018
2016-Abu Dhabi Grand Prix-Haas	Romain Grosjean	Esteban Guti<e9>rrez	1	-1	-0.084	0.084
2016-Abu Dhabi Grand Prix-Manor	Esteban Ocon	Pascal Wehrlein	1	-1	-0.291	0.291
2016-Abu Dhabi Grand Prix-McLaren	Fernando Alonso	Jenson Button	10	-10	0.166	-0.166
2016-Abu Dhabi Grand Prix-Mercedes	Lewis Hamilton	Nico Rosberg	1	-1	0.303	-0.303
2016-Abu Dhabi Grand Prix-Red Bull	Max Verstappen	Daniel Ricciardo	1	-1	-0.229	0.229
2016-Abu Dhabi Grand Prix-Renault	Jolyon Palmer	Kevin Magnussen	5	-5	0.322	-0.322
2016-Abu Dhabi Grand Prix-Sauber	Marcus Ericsson	Felipe Nasr	1	-1	-0.39	0.39
2016-Abu Dhabi Grand Prix-Toro Rosso	Carlos Sainz	Daniil Kvyat	1	-1	-0.39	0.39
2016-Abu Dhabi Grand Prix-Williams	Felipe Massa	Valtteri Bottas	12	-12	-0.129	0.129
2016-Australian Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	15	-15	0.358	-0.358
2016-Australian Grand Prix-Force India	Nico H<fc>lkenberg	Sergio P<e9>rez	6	-6	-0.112	0.112
2016-Australian Grand Prix-Haas	Romain Grosjean	Esteban Guti<e9>rrez	14	-14	1.284	-1.284
2016-Australian Grand Prix-Manor	Pascal Wehrlein	Rio Haryanto	3	-3	-0.015	0.015
2016-Australian Grand Prix-McLaren	Jenson Button	Fernando Alonso	7	-7	-0.179	0.179
2016-Australian Grand Prix-Mercedes	Nico Rosberg	Lewis Hamilton	1	-1	-0.36	0.36
2016-Australian Grand Prix-Red Bull	Daniel Ricciardo	Daniil Kvyat	18	-18	2.417	-2.417
2016-Australian Grand Prix-Renault	Jolyon Palmer	Kevin Magnussen	1	-1	0.141	-0.141
2016-Australian Grand Prix-Sauber	Felipe Nasr	Marcus Ericsson	2	-2	-0.523	0.523
2016-Australian Grand Prix-Toro Rosso	Carlos Sainz	Max Verstappen	1	-1	-0.148	0.148
2016-Australian Grand Prix-Williams	Felipe Massa	Valtteri Bottas	3	-3	0.503	-0.503
2016-Austrian Grand Prix-Ferrari	Kimi R<e4>ikk<f6>nen	Sebastian Vettel	18	-18	-0.12	0.12
2016-Austrian Grand Prix-Force India	Sergio P<e9>rez	Nico H<fc>lkenberg	2	-2	1.363	-1.363
2016-Austrian Grand Prix-Haas	Romain Grosjean	Esteban Guti<e9>rrez	4	-4	0.0	0.0
2016-Austrian Grand Prix-Manor	Pascal Wehrlein	Rio Haryanto	6	-6	0.104	-0.104
2016-Austrian Grand Prix-McLaren	Jenson Button	Fernando Alonso	12	-12	-1.746	1.746
2016-Austrian Grand Prix-Mercedes	Lewis Hamilton	Nico Rosberg	3	-3	0.543	-0.543
2016-Austrian Grand Prix-Red Bull	Max Verstappen	Daniel Ricciardo	3	-3	-1.173	1.173
2016-Austrian Grand Prix-Renault	Jolyon Palmer	Kevin Magnussen	2	-2	-0.024	0.024
2016-Austrian Grand Prix-Sauber	Felipe Nasr	Marcus Ericsson	2	-2	-0.028	0.028
2016-Austrian Grand Prix-Toro Rosso	Carlos Sainz	Daniil Kvyat	14	-14	0.487	-0.487
2016-Austrian Grand Prix-Williams	Valtteri Bottas	Felipe Massa	11	-11	1.537	-1.537
2016-Bahrain Grand Prix-Ferrari	Kimi R<e4>ikk<f6>nen	Sebastian Vettel	19	-19	-0.232	0.232
2016-Bahrain Grand Prix-Force India	Nico H<fc>lkenberg	Sergio P<e9>rez	1	-1	1.291	-1.291
2016-Bahrain Grand Prix-Haas	Romain Grosjean	Esteban Guti<e9>rrez	14	-14	0.189	-0.189
2016-Bahrain Grand Prix-Manor	Pascal Wehrlein	Rio Haryanto	4	-4	1.384	-1.384
2016-Bahrain Grand Prix-McLaren	Stoffel Vandoorne	Jenson Button	10	-10	0.064	-0.064
2016-Bahrain Grand Prix-Mercedes	Nico Rosberg	Lewis Hamilton	2	-2	-0.077	0.077
2016-Bahrain Grand Prix-Red Bull	Daniel Ricciardo	Daniil Kvyat	3	-3	1.387	-1.387
2016-Bahrain Grand Prix-Renault	Kevin Magnussen	Jolyon Palmer	11	-11	0.257	-0.257
2016-Bahrain Grand Prix-Sauber	Marcus Ericsson	Felipe Nasr	2	-2	1.548	-1.548
2016-Bahrain Grand Prix-Toro Rosso	Max Verstappen	Carlos Sainz	12	-12	0.044	-0.044
2016-Bahrain Grand Prix-Williams	Felipe Massa	Valtteri Bottas	1	-1	-0.002	0.002
2016-Belgian Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	3	-3	-0.198	0.198
2016-Belgian Grand Prix-Force India	Nico H<fc>lkenberg	Sergio P<e9>rez	1	-1	-0.136	0.136
2016-Belgian Grand Prix-Haas	Esteban Guti<e9>rrez	Romain Grosjean	1	-1	-0.282	0.282
2016-Belgian Grand Prix-Manor	Esteban Ocon	Pascal Wehrlein	6	-6	0.27	-0.27
2016-Belgian Grand Prix-McLaren	Fernando Alonso	Jenson Button	14	-14	1.37	-1.37
2016-Belgian Grand Prix-Mercedes	Nico Rosberg	Lewis Hamilton	2	-2	3.289	-3.289
2016-Belgian Grand Prix-Red Bull	Daniel Ricciardo	Max Verstappen	9	-9	-0.323	0.323
2016-Belgian Grand Prix-Renault	Jolyon Palmer	Kevin Magnussen	3	-3	-0.403	0.403
2016-Belgian Grand Prix-Sauber	Felipe Nasr	Marcus Ericsson	2	-2	0.122	-0.122
2016-Belgian Grand Prix-Toro Rosso	Daniil Kvyat	Carlos Sainz	6	-6	-0.02	0.02
2016-Belgian Grand Prix-Williams	Valtteri Bottas	Felipe Massa	2	-2	0.651	-0.651
2016-Brazilian Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	15	-15	-0.091	0.091
2016-Brazilian Grand Prix-Force India	Sergio P<e9>rez	Nico H<fc>lkenberg	3	-3	-0.061	0.061
2016-Brazilian Grand Prix-Haas	Esteban Guti<e9>rrez	Romain Grosjean	5	-5	-0.494	0.494
2016-Brazilian Grand Prix-Manor	Esteban Ocon	Pascal Wehrlein	3	-3	-0.005	0.005
2016-Brazilian Grand Prix-McLaren	Fernando Alonso	Jenson Button	6	-6	1.01	-1.01
2016-Brazilian Grand Prix-Mercedes	Lewis Hamilton	Nico Rosberg	1	-1	0.102	-0.102
2016-Brazilian Grand Prix-Red Bull	Max Verstappen	Daniel Ricciardo	5	-5	0.055	-0.055
2016-Brazilian Grand Prix-Renault	Kevin Magnussen	Jolyon Palmer	5	-5	-0.152	0.152
2016-Brazilian Grand Prix-Sauber	Felipe Nasr	Marcus Ericsson	12	-12	-0.058	0.058
2016-Brazilian Grand Prix-Toro Rosso	Carlos Sainz	Daniil Kvyat	7	-7	-0.194	0.194
2016-Brazilian Grand Prix-Williams	Valtteri Bottas	Felipe Massa	7	-7	0.101	-0.101
2016-British Grand Prix-Ferrari	Kimi R<e4>ikk<f6>nen	Sebastian Vettel	4	-4	0.609	-0.609
2016-British Grand Prix-Force India	Sergio P<e9>rez	Nico H<fc>lkenberg	1	-1	0.297	-0.297
2016-British Grand Prix-Haas	Esteban Guti<e9>rrez	Romain Grosjean	4	-4	-0.191	0.191
2016-British Grand Prix-Manor	Rio Haryanto	Pascal Wehrlein	3	-3	0.053	-0.053
2016-British Grand Prix-McLaren	Jenson Button	Fernando Alonso	1	-1	-0.445	0.445
2016-British Grand Prix-Mercedes	Lewis Hamilton	Nico Rosberg	2	-2	0.319	-0.319
2016-British Grand Prix-Red Bull	Max Verstappen	Daniel Ricciardo	2	-2	0.305	-0.305
2016-British Grand Prix-Renault	Kevin Magnussen	Jolyon Palmer	1	-1	-4.155	4.155
2016-British Grand Prix-Sauber	Felipe Nasr	Marcus Ericsson	6	-6	-4.257	4.257
2016-British Grand Prix-Toro Rosso	Carlos Sainz	Daniil Kvyat	2	-2	0.317	-0.317
2016-British Grand Prix-Williams	Felipe Massa	Valtteri Bottas	3	-3	-0.445	0.445
2016-Canadian Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	4	-4	0.589	-0.589
2016-Canadian Grand Prix-Force India	Nico H<fc>lkenberg	Sergio P<e9>rez	2	-2	0.365	-0.365
2016-Canadian Grand Prix-Haas	Esteban Guti<e9>rrez	Romain Grosjean	1	-1	0.232	-0.232
2016-Canadian Grand Prix-Manor	Pascal Wehrlein	Rio Haryanto	2	-2	1.453	-1.453
2016-Canadian Grand Prix-McLaren	Fernando Alonso	Jenson Button	11	-11	0.099	-0.099
2016-Canadian Grand Prix-Mercedes	Lewis Hamilton	Nico Rosberg	4	-4	0.062	-0.062
2016-Canadian Grand Prix-Red Bull	Max Verstappen	Daniel Ricciardo	3	-3	-0.248	0.248
2016-Canadian Grand Prix-Renault	Kevin Magnussen	Jolyon Palmer	5	-5	2.647	-2.647
2016-Canadian Grand Prix-Sauber	Marcus Ericsson	Felipe Nasr	3	-3	1.028	-1.028
2016-Canadian Grand Prix-Toro Rosso	Carlos Sainz	Daniil Kvyat	3	-3	-7.499	7.499
2016-Canadian Grand Prix-Williams	Valtteri Bottas	Felipe Massa	17	-17	0.099	-0.099
2016-Chinese Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	3	-3	-0.274	0.274
2016-Chinese Grand Prix-Force India	Sergio P<e9>rez	Nico H<fc>lkenberg	4	-4	-1.463	1.463
2016-Chinese Grand Prix-Haas	Esteban Guti<e9>rrez	Romain Grosjean	5	-5	1.06	-1.06
2016-Chinese Grand Prix-Manor	Pascal Wehrlein	Rio Haryanto	3	-3	4.862	-4.862
2016-Chinese Grand Prix-McLaren	Fernando Alonso	Jenson Button	1	-1	0.267	-0.267
2016-Chinese Grand Prix-Mercedes	Nico Rosberg	Lewis Hamilton	6	-6	0.0	0.0
2016-Chinese Grand Prix-Red Bull	Daniil Kvyat	Daniel Ricciardo	1	-1	-0.482	0.482
2016-Chinese Grand Prix-Renault	Kevin Magnussen	Jolyon Palmer	5	-5	0.855	-0.855
2016-Chinese Grand Prix-Sauber	Marcus Ericsson	Felipe Nasr	4	-4	1.688	-1.688
2016-Chinese Grand Prix-Toro Rosso	Max Verstappen	Carlos Sainz	1	-1	-0.313	0.313
2016-Chinese Grand Prix-Williams	Felipe Massa	Valtteri Bottas	4	-4	-1.051	1.051
2016-European Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	2	-2	0.303	-0.303
2016-European Grand Prix-Force India	Sergio P<e9>rez	Nico H<fc>lkenberg	6	-6	1.309	-1.309
2016-European Grand Prix-Haas	Romain Grosjean	Esteban Guti<e9>rrez	3	-3	0.594	-0.594
2016-European Grand Prix-Manor	Rio Haryanto	Pascal Wehrlein	2	-2	0.085	-0.085
2016-European Grand Prix-McLaren	Jenson Button	Fernando Alonso	8	-8	-0.534	0.534
2016-European Grand Prix-Mercedes	Nico Rosberg	Lewis Hamilton	4	-4	19.196	-19.196
2016-European Grand Prix-Red Bull	Daniel Ricciardo	Max Verstappen	1	-1	1.604	-1.604
2016-European Grand Prix-Renault	Kevin Magnussen	Jolyon Palmer	1	-1	0.046	-0.046
2016-European Grand Prix-Sauber	Felipe Nasr	Marcus Ericsson	5	-5	0.183	-0.183
2016-European Grand Prix-Toro Rosso	Carlos Sainz	Daniil Kvyat	1	-1	-0.283	0.283
2016-European Grand Prix-Williams	Valtteri Bottas	Felipe Massa	4	-4	-0.763	0.763
2016-German Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	1	-1	-0.173	0.173
2016-German Grand Prix-Force India	Nico H<fc>lkenberg	Sergio P<e9>rez	3	-3	0.027	-0.027
2016-German Grand Prix-Haas	Esteban Guti<e9>rrez	Romain Grosjean	2	-2	0.203	-0.203
2016-German Grand Prix-Manor	Pascal Wehrlein	Rio Haryanto	3	-3	0.26	-0.26
2016-German Grand Prix-McLaren	Jenson Button	Fernando Alonso	4	-4	0.132	-0.132
2016-German Grand Prix-Mercedes	Lewis Hamilton	Nico Rosberg	3	-3	-0.107	0.107
2016-German Grand Prix-Red Bull	Daniel Ricciardo	Max Verstappen	1	-1	0.108	-0.108
2016-German Grand Prix-Renault	Kevin Magnussen	Jolyon Palmer	3	-3	-0.051	0.051
2016-German Grand Prix-Sauber	Marcus Ericsson	Felipe Nasr	3	-3	-0.115	0.115
2016-German Grand Prix-Toro Rosso	Carlos Sainz	Daniil Kvyat	1	-1	0.887	-0.887
2016-German Grand Prix-Williams	Valtteri Bottas	Felipe Massa	13	-13	0.085	-0.085
2016-Hungarian Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	2	-2	4.561	-4.561
2016-Hungarian Grand Prix-Force India	Nico H<fc>lkenberg	Sergio P<e9>rez	1	-1	3.593	-3.593
2016-Hungarian Grand Prix-Haas	Esteban Guti<e9>rrez	Romain Grosjean	1	-1	-1.248	1.248
2016-Hungarian Grand Prix-Manor	Pascal Wehrlein	Rio Haryanto	2	-2	2.846	-2.846
2016-Hungarian Grand Prix-McLaren	Fernando Alonso	Jenson Button	15	-15	0.386	-0.386
2016-Hungarian Grand Prix-Mercedes	Lewis Hamilton	Nico Rosberg	1	-1	-0.143	0.143
2016-Hungarian Grand Prix-Red Bull	Daniel Ricciardo	Max Verstappen	2	-2	0.277	-0.277
2016-Hungarian Grand Prix-Renault	Jolyon Palmer	Kevin Magnussen	3	-3	0.578	-0.578
2016-Hungarian Grand Prix-Sauber	Felipe Nasr	Marcus Ericsson	3	-3	19.921	-19.921
2016-Hungarian Grand Prix-Toro Rosso	Carlos Sainz	Daniil Kvyat	8	-8	4.17	-4.17
2016-Hungarian Grand Prix-Williams	Valtteri Bottas	Felipe Massa	9	-9	21.817	-21.817
2016-Italian Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	1	-1	0.093	-0.093
2016-Italian Grand Prix-Force India	Sergio P<e9>rez	Nico H<fc>lkenberg	2	-2	0.022	-0.022
2016-Italian Grand Prix-Haas	Romain Grosjean	Esteban Guti<e9>rrez	2	-2	0.092	-0.092
2016-Italian Grand Prix-Manor	Esteban Ocon	Pascal Wehrlein	2	-2	2.18	-2.18
2016-Italian Grand Prix-McLaren	Jenson Button	Fernando Alonso	2	-2	-0.126	0.126
2016-Italian Grand Prix-Mercedes	Nico Rosberg	Lewis Hamilton	1	-1	-0.478	0.478
2016-Italian Grand Prix-Red Bull	Daniel Ricciardo	Max Verstappen	2	-2	0.022	-0.022
2016-Italian Grand Prix-Renault	Kevin Magnussen	Jolyon Palmer	4	-4	-0.206	0.206
2016-Italian Grand Prix-Sauber	Marcus Ericsson	Felipe Nasr	6	-6	-0.131	0.131
2016-Italian Grand Prix-Toro Rosso	Carlos Sainz	Daniil Kvyat	4	-4	0.329	-0.329
2016-Italian Grand Prix-Williams	Valtteri Bottas	Felipe Massa	3	-3	0.579	-0.579
2016-Japanese Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	1	-1	-0.079	0.079
2016-Japanese Grand Prix-Force India	Sergio P<e9>rez	Nico H<fc>lkenberg	1	-1	0.181	-0.181
2016-Japanese Grand Prix-Haas	Romain Grosjean	Esteban Guti<e9>rrez	9	-9	0.586	-0.586
2016-Japanese Grand Prix-Manor	Esteban Ocon	Pascal Wehrlein	1	-1	0.208	-0.208
2016-Japanese Grand Prix-McLaren	Fernando Alonso	Jenson Button	2	-2	0.162	-0.162
2016-Japanese Grand Prix-Mercedes	Nico Rosberg	Lewis Hamilton	2	-2	0.013	-0.013
2016-Japanese Grand Prix-Red Bull	Max Verstappen	Daniel Ricciardo	4	-4	0.062	-0.062
2016-Japanese Grand Prix-Renault	Jolyon Palmer	Kevin Magnussen	2	-2	0.216	-0.216
2016-Japanese Grand Prix-Sauber	Marcus Ericsson	Felipe Nasr	4	-4	0.11	-0.11
2016-Japanese Grand Prix-Toro Rosso	Daniil Kvyat	Carlos Sainz	4	-4	0.062	-0.062
2016-Japanese Grand Prix-Williams	Felipe Massa	Valtteri Bottas	1	-1	-0.065	0.065
2016-Malaysian Grand Prix-Ferrari	Kimi R<e4>ikk<f6>nen	Sebastian Vettel	18	-18	-0.048	0.048
2016-Malaysian Grand Prix-Force India	Sergio P<e9>rez	Nico H<fc>lkenberg	2	-2	0.17	-0.17
2016-Malaysian Grand Prix-Haas	Esteban Guti<e9>rrez	Romain Grosjean	2	-2	-0.096	0.096
2016-Malaysian Grand Prix-Manor	Pascal Wehrlein	Esteban Ocon	1	-1	-0.136	0.136
2016-Malaysian Grand Prix-McLaren	Fernando Alonso	Jenson Button	2	-2	-2.637	2.637
2016-Malaysian Grand Prix-Mercedes	Nico Rosberg	Lewis Hamilton	15	-15	-0.414	0.414
2016-Malaysian Grand Prix-Red Bull	Daniel Ricciardo	Max Verstappen	1	-1	-0.047	0.047
2016-Malaysian Grand Prix-Renault	Jolyon Palmer	Kevin Magnussen	10	-10	-0.722	0.722
2016-Malaysian Grand Prix-Sauber	Marcus Ericsson	Felipe Nasr	5	-5	0.133	-0.133
2016-Malaysian Grand Prix-Toro Rosso	Carlos Sainz	Daniil Kvyat	3	-3	-0.005	0.005
2016-Malaysian Grand Prix-Williams	Valtteri Bottas	Felipe Massa	8	-8	0.094	-0.094
2016-Mexican Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	1	-1	-0.005	0.005
2016-Mexican Grand Prix-Force India	Nico H<fc>lkenberg	Sergio P<e9>rez	3	-3	0.957	-0.957
2016-Mexican Grand Prix-Haas	Esteban Guti<e9>rrez	Romain Grosjean	1	-1	0.515	-0.515
2016-Mexican Grand Prix-Manor	Esteban Ocon	Pascal Wehrlein	1	-1	-0.096	0.096
2016-Mexican Grand Prix-McLaren	Jenson Button	Fernando Alonso	1	-1	-0.391	0.391
2016-Mexican Grand Prix-Mercedes	Lewis Hamilton	Nico Rosberg	1	-1	0.254	-0.254
2016-Mexican Grand Prix-Red Bull	Daniel Ricciardo	Max Verstappen	1	-1	-0.079	0.079
2016-Mexican Grand Prix-Renault	Jolyon Palmer	Kevin Magnussen	3	-3	2.427	-2.427
2016-Mexican Grand Prix-Sauber	Marcus Ericsson	Felipe Nasr	4	-4	0.156	-0.156
2016-Mexican Grand Prix-Toro Rosso	Carlos Sainz	Daniil Kvyat	2	-2	1.076	-1.076
2016-Mexican Grand Prix-Williams	Valtteri Bottas	Felipe Massa	1	-1	0.481	-0.481
2016-Monaco Grand Prix-Ferrari	Sebastian Vettel	Kimi R<e4>ikk<f6>nen	17	-17	0.18	-0.18
2016-Monaco Grand Prix-Force India	Sergio P<e9>rez	Nico H<fc>lkenberg	3	-3	-0.176	0.176
2016-Monaco Grand Prix-Haas	Esteban Guti<e9>rrez	Romain Grosjean	2	-2	0.278	-0.278
2016-Monaco Grand Prix-Manor	Pascal Wehrlein	Rio Haryanto	1	-1	-0.157	0.157
2016-Monaco Grand Prix-McLaren	Fernando Alonso	Jenson Button	4	-4	-0.011	0.011
2016-Monaco Grand Prix-Mercedes	Lewis Hamilton	Nico Rosberg	6	-6	-0.151	0.151
2016-Monaco Grand Prix-Red Bull	Daniel Ricciardo	Max Verstappen	16	-16	8.845	-8.845
2016-Monaco Grand Prix-Renault	Kevin Magnussen	Jolyon Palmer	3	-3	0.528	-0.528
2016-Monaco Grand Prix-Sauber	Marcus Ericsson	Felipe Nasr	1	-1	-2.677	2.677
2016-Monaco Grand Prix-Toro Rosso	Carlos Sainz	Daniil Kvyat	12	-12	0.524	-0.524
2016-Monaco Grand Prix-Williams	Felipe Massa	Valtteri Bottas	2	-2	-0.112	0.112
2016-Russian Grand Prix-Ferrari	Kimi R<e4>ikk<f6>nen	Sebastian Vettel	17	-17	-0.54	0.54
2016-Russian Grand Prix-Force India	Sergio P<e9>rez	Nico H<fc>lkenberg	12	-12	0.559	-0.559
2016-Russian Grand Prix-Haas	Romain Grosjean	Esteban Guti<e9>rrez	9	-9	0.06	-0.06
2016-Russian Grand Prix-Manor	Pascal Wehrlein	Rio Haryanto	4	-4	0.064	-0.064
2016-Russian Grand Prix-McLaren	Fernando Alonso	Jenson Button	4	-4	-0.106	0.106
2016-Russian Grand Prix-Mercedes	Nico Rosberg	Lewis Hamilton	1	-1	0.0	0.0
2016-Russian Grand Prix-Red Bull	Daniel Ricciardo	Daniil Kvyat	4	-4	0.334	-0.334
2016-Russian Grand Prix-Renault	Kevin Magnussen	Jolyon Palmer	6	-6	0.095	-0.095
2016-Russian Grand Prix-Sauber	Marcus Ericsson	Felipe Nasr	2	-2	-0.501	0.501
2016-Russian Grand Prix-Toro Rosso	Carlos Sainz	Max Verstappen	7	-7	-0.069	0.069
2016-Russian Grand Prix-Williams	Valtteri Bottas	Felipe Massa	1	-1	0.48	-0.48
2016-Singapore Grand Prix-Ferrari	Kimi R<e4>ikk<f6>nen	Sebastian Vettel	1	-1	5.576	-5.576
2016-Singapore Grand Prix-Force India	Sergio P<e9>rez	Nico H<fc>lkenberg	13	-13	-0.103	0.103
2016-Singapore Grand Prix-Haas	Esteban Guti<e9>rrez	Romain Grosjean	11	-11	0.13	-0.13
2016-Singapore Grand Prix-Manor	Pascal Wehrlein	Esteban Ocon	2	-2	0.629	-0.629
2016-Singapore Grand Prix-McLaren	Fernando Alonso	Jenson Button	12	-12	0.591	-0.591
2016-Singapore Grand Prix-Mercedes	Nico Rosberg	Lewis Hamilton	2	-2	0.704	-0.704
2016-Singapore Grand Prix-Red Bull	Daniel Ricciardo	Max Verstappen	4	-4	0.213	-0.213
2016-Singapore Grand Prix-Renault	Kevin Magnussen	Jolyon Palmer	5	-5	0.135	-0.135
2016-Singapore Grand Prix-Sauber	Felipe Nasr	Marcus Ericsson	4	-4	0.967	-0.967
